unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,SeasonalNaive,fold
1_fold0_x0,2018-06-05,2018-06-04,0.020648513,0.088958286,0.04603405,0.07683772,0.0745922,0.08396742,-0.058601372,0.07426112,0.044108145,0.04558881,0.019325243844139025,-0.34671690845545133,0
1_fold0_x0,2018-06-06,2018-06-04,0.10940501,0.13555853,0.12954135,0.13607179,0.13019398,0.13859664,0.10399091,0.14367053,0.098101005,0.12747753,0.18089919990783035,-0.02831618496372797,0
1_fold0_x0,2018-06-07,2018-06-04,0.1473746,0.16868955,0.12513474,0.12868899,0.1450001,0.24304067,-0.009557247,0.13264728,0.13895012,0.15625066,0.11469287268550986,-0.061885590315890505,0
1_fold0_x0,2018-06-08,2018-06-04,0.1814599,0.21007514,0.12127643,0.08733894,0.15202183,0.29204112,-0.07961645,0.21029663,0.22718304,0.15209728,0.01771459055704031,-0.04001461410160278,0
1_fold0_x0,2018-06-09,2018-06-04,0.13959855,0.08150312,-0.056412995,-0.105379924,-0.00066686794,0.077660665,-0.08144495,0.030813836,-0.020938251,0.034570467,-0.04323592067580025,-0.07934846279706598,0
1_fold0_x0,2018-06-10,2018-06-04,-0.2861487,-0.26137197,-0.28362358,-0.30276638,-0.2665807,-0.2442073,-0.31570274,-0.25352952,-0.26593557,-0.3038605,-0.22023823980538446,-0.03976030042469247,0
1_fold0_x0,2018-06-11,2018-06-04,-0.4266658,-0.35629368,-0.33154148,-0.3226471,-0.34003738,-0.33807504,-0.36284107,-0.34635893,-0.3350774,-0.38029972,-0.3196748874773204,-0.23778588351219673,0
1_fold0_x0,2018-06-12,2018-06-04,0.035535328,0.08703786,0.06184826,0.0011743084,0.07372697,0.08341182,-0.08161864,0.08515132,0.07655801,0.03747749,-0.07705963970487305,-0.40656539375501377,0
1_fold0_x0,2018-06-13,2018-06-04,0.12700129,0.16581427,0.14240932,0.19200562,0.16066399,0.13830821,0.07675798,0.15041283,0.12834212,0.13463092,-0.12910917224585233,-0.03145272031228864,0
1_fold0_x0,2018-06-14,2018-06-04,0.14964706,0.20564073,0.14324935,0.13778771,0.16833451,0.25628364,-0.022542499,0.1337766,0.18828835,0.12659028,0.09968836574780084,0.02695465415144871,0
1_fold0_x0,2018-06-15,2018-06-04,0.1536735,0.2272167,0.13680415,0.07640037,0.16024646,0.25853148,-0.033522516,0.18242568,0.2207338,0.15679234,-0.07451650293576985,0.07391791315422154,0
1_fold0_x0,2018-06-16,2018-06-04,0.11159963,0.094569,-0.057822645,-0.1077371,-0.0038981996,0.08296496,-0.1040533,0.031105347,-0.044760108,0.06175033,-0.023823310004978965,-0.026366446774082185,0
1_fold0_x0,2018-06-17,2018-06-04,-0.2856321,-0.26988262,-0.29231817,-0.28685004,-0.26204064,-0.24380201,-0.32123923,-0.25363904,-0.2785344,-0.29627353,-0.20235151119602512,-0.03306337359938736,0
1_fold0_x0,2018-06-18,2018-06-04,-0.42399758,-0.3219383,-0.3278832,-0.37118536,-0.3194725,-0.34579766,-0.35421762,-0.3394764,-0.33626786,-0.3670328,-0.32348959263097526,-0.24261784337349282,0
103_fold0_x1,2018-06-05,2018-06-04,0.09645531,0.14506023,0.113539524,0.14754532,0.12446358,0.11280227,0.11055978,0.10556841,0.09793122,0.07470388,-0.04070346697075889,-0.42888807450903976,0
103_fold0_x1,2018-06-06,2018-06-04,0.18032548,0.2278256,0.16465369,0.16933472,0.16882506,0.21166645,0.1879326,0.21651688,0.14755705,0.14988478,0.2037545611941711,0.02843972261788606,0
103_fold0_x1,2018-06-07,2018-06-04,0.23182419,0.26300707,0.1641111,0.1655075,0.2017656,0.25995845,0.1624547,0.21829632,0.1665636,0.15664676,0.1993673029715413,0.13917412015706102,0
103_fold0_x1,2018-06-08,2018-06-04,0.2820191,0.29899687,0.07987327,0.02598811,0.20180643,0.29917648,-0.13150728,0.26171276,0.18234271,0.12810966,0.20533397415431776,0.1716398310045213,0
103_fold0_x1,2018-06-09,2018-06-04,0.2288419,0.302354,0.08700738,0.036085114,0.17695493,0.21724474,-0.033622947,0.21563381,0.17326297,0.029352384,0.1630408048881669,0.21867123915111222,0
103_fold0_x1,2018-06-10,2018-06-04,-0.2625384,-0.20091328,-0.23924889,-0.28141487,-0.224989,-0.18505192,-0.26749632,-0.20093346,-0.17431477,-0.33259466,-0.18916828522454987,0.2771095186765406,0
103_fold0_x1,2018-06-11,2018-06-04,-0.41861424,-0.44310138,-0.404939,-0.43438858,-0.42864862,-0.4612479,-0.39793372,-0.415939,-0.42208993,-0.42348686,-0.4438047524659809,-0.19373103377608483,0
103_fold0_x1,2018-06-12,2018-06-04,0.091250554,0.15609744,0.1128911,0.023645438,0.1304324,0.105687715,0.1033106,0.109171554,0.1187062,0.070062354,0.024754425710877024,-0.5526087563871989,0
