unique_id,ds,cutoff,TFT,NBEATS,TiDE,NLinear,KAN,MLP,DLinear,NHITS,DeepNPTS,PatchTST,y,SeasonalNaive
0,2018-06-19,2018-06-18,0.27478242,0.27598372,0.32077506,0.32327303,0.27553833,0.16702494,0.34044388,0.2188752,0.30184382,0.30448252,0.09626625248750485,-0.3198002801853879
0,2018-06-20,2018-06-18,0.32026052,0.30845952,0.321444,0.3291853,0.35819805,0.27940324,0.3597077,0.29680634,0.41661692,0.31714985,0.06318242806358046,0.06413546004287048
0,2018-06-21,2018-06-18,0.33568436,0.34320748,0.4114894,0.42144296,0.40532464,0.32494026,0.43835947,0.31726176,0.42741477,0.3698092,0.12397225359972137,-0.10877177048545868
0,2018-06-22,2018-06-18,0.3228407,0.29771122,0.35001054,0.33126348,0.4309843,0.23188818,0.34769344,0.19444484,0.36286354,0.34356213,-0.08263146476779003,-0.09522510163697934
0,2018-06-23,2018-06-18,0.2656926,-0.04781071,-0.0372774,-0.046371795,0.05899345,0.1074847,-0.033616655,-0.06475678,0.010297686,0.007564299,-0.1455315754009302,-0.23634190828470625
0,2018-06-24,2018-06-18,-0.122236356,-0.22914973,-0.1697287,-0.18146524,-0.20965709,-0.22010177,-0.17570326,-0.27905026,-0.17986669,-0.20270714,-0.2908689522426557,-0.37432732414333736
0,2018-06-25,2018-06-18,-0.2682457,-0.23760587,-0.18824598,-0.20986623,-0.20533052,-0.23684245,-0.19406655,-0.19110405,-0.2283359,-0.20527086,-0.36200598212537377,-0.2471656286209284
0,2018-06-26,2018-06-18,0.21667604,0.22577924,0.34101346,0.34327608,0.27400637,0.17111292,0.34992266,0.21703365,0.31246993,0.28986824,-0.2454637858007677,-0.28024945304485277
0,2018-06-27,2018-06-18,0.31205356,0.27347106,0.3231295,0.32544583,0.356813,0.2896679,0.35054064,0.3111382,0.3949806,0.32033724,-0.15669566430118453,-0.16928930117037386
0,2018-06-28,2018-06-18,0.3252657,0.35695687,0.43097767,0.43677694,0.38151994,0.33255988,0.42659962,0.34587365,0.41817218,0.39493492,-0.1459400176777688,-0.14301284802709238
0,2018-06-29,2018-06-18,0.32273626,0.2908809,0.34163415,0.35403368,0.37455446,0.22093871,0.36743572,0.22385734,0.35636523,0.3523719,-0.14437432228322092,-0.1298746214554516
0,2018-06-30,2018-06-18,0.259713,-0.06990539,-0.045218147,-0.050880678,0.050267603,0.053657845,-0.04185327,-0.051852167,0.004133731,0.00010120869,-0.17521171418453316,-0.205028000393749
0,2018-07-01,2018-06-18,-0.11607841,-0.24180305,-0.18082112,-0.18809569,-0.21619467,-0.21243288,-0.17777988,-0.27459726,-0.19602583,-0.20386565,-0.2525434519326363,-0.4089768439618096
0,2018-07-02,2018-06-18,-0.26940495,-0.246375,-0.19933316,-0.2066029,-0.22692987,-0.25481042,-0.21122453,-0.20859516,-0.22924294,-0.22231308,-0.5266082196913187,-0.24464690124709051
1,2018-06-19,2018-06-18,-0.0013221651,-0.009851038,-0.05997692,-0.061602935,-0.044856116,-0.042330712,-0.055499602,-0.0017520785,-0.026962927,-0.011404246,-0.018652265241135783,-0.3408676938865139
1,2018-06-20,2018-06-18,0.06300079,0.012077332,0.030070312,0.039875202,0.011672847,0.04617485,0.056104533,0.08931142,0.05459676,0.026318587,-0.21379562665698962,-0.05205212814202472
1,2018-06-21,2018-06-18,0.07375971,0.023225524,0.03234195,0.03709615,0.06898635,0.06433202,0.042469986,0.1027426,0.050262563,0.03363005,-0.20540327531894897,-0.06536121056699827
1,2018-06-22,2018-06-18,0.059457254,0.0030030385,-0.053030428,-0.07224415,0.01697632,0.032025173,-0.061952256,-0.055145457,-0.022761669,0.016830578,-0.07553375764341112,-0.11020518892885171
1,2018-06-23,2018-06-18,0.025371522,-0.074591175,-0.048837617,-0.06878244,-0.02021768,-0.002930779,-0.06909062,-0.0142784715,-0.073780775,-0.047420315,-0.18192164581756257,-0.3245068473386165
1,2018-06-24,2018-06-18,-0.2456264,-0.26890627,-0.25359172,-0.26796496,-0.19621482,-0.23105352,-0.27389273,-0.25757846,-0.2453288,-0.26308703,-0.42021356108253444,-0.5270253053848698
1,2018-06-25,2018-06-18,-0.3685854,-0.32320365,-0.3165602,-0.33411747,-0.31043664,-0.31302828,-0.32825515,-0.33764443,-0.3313227,-0.3422212,-0.507782237165322,-0.3883395802431074
1,2018-06-26,2018-06-18,-0.04723136,-0.05507754,-0.037335966,-0.04803461,-0.029985435,-0.050467286,-0.05151923,-0.022068292,-0.021145195,-0.03007926,-0.3964776179042377,-0.4054633678217357
1,2018-06-27,2018-06-18,0.04391834,-0.013147965,0.048263587,0.04729881,0.02401521,0.055148005,0.05305711,0.091494635,0.035339467,0.01895637,-0.17335975202824838,-0.16369583230565618
1,2018-06-28,2018-06-18,0.069238044,-0.014130287,0.054635786,0.040907957,0.07444898,0.07486129,0.030267648,0.10370503,0.03532514,0.03665801,-0.15589687954707293,-0.17615720247426195
1,2018-06-29,2018-06-18,0.07500295,-0.006508395,-0.033186417,-0.039583527,0.012071386,0.040659204,-0.041446194,-0.024323463,-0.014296817,0.02684664,-0.282290776971503,-0.156998905480351
1,2018-06-30,2018-06-18,0.051996507,-0.06501052,-0.03951367,-0.05399599,-0.014757268,-0.020999802,-0.06906949,0.004084334,-0.062392257,-0.04474999,-0.33934181182505196,-0.25923300359830054
1,2018-07-01,2018-06-18,-0.259534,-0.28349778,-0.24491107,-0.2653677,-0.19565466,-0.2224374,-0.26494187,-0.25217462,-0.24131867,-0.26687697,-0.2837318878073282,-0.4791295629000924
1,2018-07-02,2018-06-18,-0.39209586,-0.36404964,-0.31530228,-0.33503875,-0.30697712,-0.31858602,-0.34066057,-0.35362864,-0.33292907,-0.3565937,-0.5365196826561884,-0.3707919365362951
10,2018-06-19,2018-06-18,0.1254004,0.15836506,0.07013574,0.055313736,0.18306129,0.09946184,0.081863806,0.1694923,0.12925255,0.12454949,-0.03505907371387599,-0.006995249097540673
10,2018-06-20,2018-06-18,0.18463397,0.18686508,0.17145678,0.18289134,0.2653188,0.18194884,0.19118793,0.23394534,0.21141219,0.19581428,-0.11058736692044786,-0.003944833378373781
10,2018-06-21,2018-06-18,0.22736286,0.22568144,0.23034784,0.24204497,0.2829587,0.20967136,0.27466866,0.2525665,0.2733931,0.2246561,-0.03383890742620917,-0.18391936080921967
10,2018-06-22,2018-06-18,0.23917262,0.24447542,0.3449086,0.3174367,0.34450245,0.19328336,0.32383704,0.28131387,0.34455165,0.31905335,0.006060530180493598,-0.004676933150973857
10,2018-06-23,2018-06-18,0.21999848,0.10098413,0.16273582,0.14649679,0.21119827,0.15639284,0.14043492,0.15817258,0.16571985,0.21461163,-0.048480902878210254,-0.2052722708433878
10,2018-06-24,2018-06-18,-0.16580836,-0.18830186,-0.14046308,-0.15565494,-0.096062124,-0.18640965,-0.17589842,-0.19346371,-0.13810948,-0.16884188,-0.2538348890925245,-0.4308810174329701
10,2018-06-25,2018-06-18,-0.32718724,-0.27245563,-0.24032202,-0.26341653,-0.3144098,-0.27288815,-0.26394242,-0.2734462,-0.287859,-0.285647,-0.4051355087632016,-0.568759807939313
10,2018-06-26,2018-06-18,0.12826194,0.09303798,0.08194404,0.06425091,0.15028737,0.07039338,0.08485151,0.137988,0.07987884,0.09556951,-0.30849833877999494,-0.3575490235441983
10,2018-06-27,2018-06-18,0.21818417,0.16217609,0.16748804,0.15460187,0.26085496,0.17765406,0.16419385,0.23544356,0.21839228,0.17211905,-0.0587302996946109,-0.18684775989961985
10,2018-06-28,2018-06-18,0.2274069,0.19792205,0.24090448,0.24070673,0.26775885,0.20290883,0.24313182,0.24338433,0.27741784,0.2250537,-0.06629533067814479,-0.1384071582792498
10,2018-06-29,2018-06-18,0.22637449,0.2371943,0.328571,0.32669634,0.32237548,0.18734471,0.31465113,0.30859932,0.3172352,0.3198052,-0.15853990202575122,-0.11986063070671521
10,2018-06-30,2018-06-18,0.19032305,0.10231626,0.15868616,0.15100256,0.2152197,0.12281181,0.12853159,0.16997789,0.18512338,0.21162277,-0.12400919608478213,-0.35986733949076516
10,2018-07-01,2018-06-18,-0.17383064,-0.19951504,-0.13473815,-0.15224268,-0.105132386,-0.17751876,-0.15986241,-0.18593717,-0.13062827,-0.17190468,-0.2582274877281248,-0.45382014364110507
10,2018-07-02,2018-06-18,-0.3238778,-0.28573793,-0.24463457,-0.2570732,-0.3398201,-0.27739993,-0.27434433,-0.2687501,-0.2892209,-0.29373577,-0.4791996024245735,-0.29568659275949405
100,2018-06-19,2018-06-18,0.25184238,0.3237962,0.2500411,0.25188255,0.2715376,0.19432408,0.2547755,0.23940204,0.27501637,0.38391986,0.31749141236902084,-0.2769052927593166
100,2018-06-20,2018-06-18,0.32776886,0.39382792,0.7013266,0.74842364,0.340547,0.34794092,0.75188595,0.35552818,0.4873981,0.5042696,-0.44641842718480534,0.08334942984624465
100,2018-06-21,2018-06-18,0.34553474,0.38856435,0.4250548,0.44406193,0.38803855,0.40607962,0.4884258,0.3434685,0.43203864,0.3995458,0.7139131302601687,0.156941402862134
100,2018-06-22,2018-06-18,0.31934655,0.29713213,0.27064967,0.23889041,0.38126168,0.29731557,0.2527103,0.24741285,0.34987324,0.32217616,0.33793362709565683,0.17565389172728538
100,2018-06-23,2018-06-18,0.24611913,0.112222835,0.23774561,0.22164951,0.25941297,0.21548721,0.2176987,0.14778696,0.21531367,0.26221973,-0.15425200439950085,0.015575625637167002
100,2018-06-24,2018-06-18,-0.26389188,-0.27630657,-0.23552313,-0.26703727,-0.1950031,-0.28036824,-0.26592875,-0.29655957,-0.21845943,-0.25439256,-0.3989295898967742,0.13162450616222332
100,2018-06-25,2018-06-18,-0.38994384,-0.37456042,-0.32840854,-0.36505115,-0.33627954,-0.42831105,-0.34130484,-0.41965258,-0.37216404,-0.3911631,-0.5511454657074172,-0.14261566678587734
100,2018-06-26,2018-06-18,0.22375926,0.24662928,0.26139772,0.25194937,0.26248205,0.19179267,0.2538844,0.19886447,0.31164873,0.34865052,-0.43116539004262316,-0.2769052927593166
100,2018-06-27,2018-06-18,0.33686155,0.35186684,0.7134248,0.73430747,0.34512544,0.36079738,0.75394,0.35023487,0.5016403,0.51516706,-0.20881699293905995,0.08334942984624465
100,2018-06-28,2018-06-18,0.34488297,0.34583932,0.4626261,0.46966487,0.36180577,0.41732332,0.46957272,0.33380848,0.490107,0.42887765,-0.18302835282238072,0.156941402862134
100,2018-06-29,2018-06-18,0.32291353,0.27921224,0.27256542,0.27727243,0.35681713,0.2783559,0.26917523,0.29768902,0.34612542,0.342187,-0.3767576493086537,0.17565389172728538
100,2018-06-30,2018-06-18,0.22784565,0.12391712,0.24629226,0.25309476,0.25693214,0.15327612,0.22228348,0.1673721,0.24529696,0.26110902,-0.4407575061835831,0.015575625637167002
100,2018-07-01,2018-06-18,-0.2748145,-0.30169612,-0.23885408,-0.26009536,-0.18335465,-0.2704464,-0.258475,-0.30170906,-0.22474864,-0.2675646,-0.2811509835102332,0.13162450616222332
100,2018-07-02,2018-06-18,-0.39775497,-0.4439255,-0.34551984,-0.36286056,-0.35816085,-0.4413509,-0.37005627,-0.43691093,-0.37774715,-0.41265023,-0.3937404123123205,-0.14261566678587734
101,2018-06-19,2018-06-18,0.05458864,0.08785029,0.06203454,0.064346716,0.05135014,0.04670068,0.06647281,0.087644935,0.04271534,0.09893485,0.1173922469789429,-0.3075753681708499
101,2018-06-20,2018-06-18,0.06429003,0.11037938,0.12289714,0.13229369,0.1046603,0.10904856,0.14349481,0.12984285,0.08418185,0.13600935,0.16928064730723635,0.03559931686643048
101,2018-06-21,2018-06-18,0.090994634,0.13411994,0.13017738,0.14078622,0.108300455,0.12799859,0.14922644,0.14269948,0.10315543,0.14907996,0.06695866161312501,0.15230780607835528
101,2018-06-22,2018-06-18,0.102375425,0.06278208,0.056937896,0.037098363,0.109123506,0.084469065,0.03941465,0.06889337,0.049666196,0.113537274,0.1770396604404392,0.22731159969931536
101,2018-06-23,2018-06-18,0.10831336,0.09546551,0.10727459,0.09702474,0.13376978,0.17667323,0.10164274,0.12244573,0.11332939,0.14413948,0.05758318741050497,-0.07044052928734056
101,2018-06-24,2018-06-18,-0.0784224,-0.0632599,-0.104798116,-0.1228436,-0.008522704,-0.10517084,-0.12667045,-0.081147045,-0.061358605,-0.06639083,-0.18763395682009057,-0.4204043508161734
101,2018-06-25,2018-06-18,-0.22343178,-0.17367245,-0.16262928,-0.17605035,-0.15727483,-0.24070504,-0.1745198,-0.17398913,-0.1983197,-0.16582943,-0.4126453376829706,-0.24566490921216955
101,2018-06-26,2018-06-18,0.028988063,0.051781736,0.05926221,0.050368447,0.037870415,0.034916267,0.055501416,0.056416254,0.03969522,0.074155584,-0.2627993965479923,-0.34928006376181475
101,2018-06-27,2018-06-18,0.09070815,0.09492697,0.116206594,0.11210663,0.10018508,0.11539742,0.12017101,0.11875795,0.08198521,0.11707147,0.008119478686337382,-0.029705710338026107
101,2018-06-28,2018-06-18,0.10577485,0.10889964,0.12969872,0.13059343,0.10063262,0.12537904,0.12843844,0.13820797,0.10003456,0.14799239,0.0394788234330319,0.027355365412402605
101,2018-06-29,2018-06-18,0.119153805,0.0776619,0.048639942,0.04185566,0.10132998,0.08558091,0.04232635,0.076088786,0.044156007,0.11462498,0.06792853825477539,0.06857512268254225
101,2018-06-30,2018-06-18,0.11289872,0.11918068,0.09310631,0.091828845,0.13448907,0.15081029,0.06879194,0.11245778,0.11110718,0.14551997,0.013615446322355979,-0.0963039063980164
101,2018-07-01,2018-06-18,-0.092093274,-0.05802023,-0.12187188,-0.141774,-0.007366772,-0.10300986,-0.14110154,-0.083109915,-0.06388574,-0.07003831,-0.12055082243927506,-0.4878107774108724
101,2018-07-02,2018-06-18,-0.24622835,-0.17267264,-0.17031935,-0.18115172,-0.16505603,-0.23075633,-0.1842504,-0.18638174,-0.20175487,-0.17231785,-0.35849389185749303,-0.2839750365573582
102,2018-06-19,2018-06-18,0.20969927,0.29701352,0.15220612,0.16691062,0.041956797,0.14193138,0.1771555,0.18838097,0.15945421,0.17525564,0.19745314934956107,-0.6474151391883742
102,2018-06-20,2018-06-18,0.26404488,0.34750095,0.2863739,0.3112403,0.18109426,0.29843944,0.33574724,0.22084187,0.45556158,0.3267393,0.2420164213518876,-0.18234329639866206
102,2018-06-21,2018-06-18,0.30244362,0.42624205,0.71295077,0.78121746,0.24818414,0.34714663,0.72942555,0.24700058,0.6732202,0.3913628,0.1864498723119495,0.09622300060353539
102,2018-06-22,2018-06-18,0.30905867,0.34336817,0.269179,0.2463364,0.20937406,0.29238254,0.27961555,0.20898071,0.3127275,0.26803026,0.18865052771947186,0.13326736663016073
102,2018-06-23,2018-06-18,0.28560418,0.31550032,0.22296932,0.20621887,0.20318584,0.3200901,0.20809677,0.20680183,0.2409271,0.24359521,0.022134268550284716,-0.2551483127975247
102,2018-06-24,2018-06-18,-0.10294841,-0.11051427,-0.059775412,-0.076896906,-0.029962972,-0.075784065,-0.07288818,-0.06754327,-0.06260002,-0.10609436,-0.37655113611250474,-0.7204035435378637
102,2018-06-25,2018-06-18,-0.26441413,-0.20610337,-0.2189328,-0.22416672,-0.23595992,-0.24701941,-0.22018556,-0.15731597,-0.24272333,-0.24660179,-0.5606726385418703,-0.5188601857989467
102,2018-06-26,2018-06-18,0.1825982,0.20479187,0.15417257,0.14885256,0.014141403,0.123545095,0.15778567,0.15495782,0.1683457,0.124511436,-0.41432905394163755,-0.6012013756304059
102,2018-06-27,2018-06-18,0.2854737,0.25838563,0.29910418,0.322998,0.19205359,0.29051456,0.32980782,0.19467288,0.4485466,0.29687175,0.028002682970344167,-0.07432779347944259
102,2018-06-28,2018-06-18,0.29984674,0.36737907,0.7121407,0.7518478,0.21371165,0.31475574,0.73214304,0.21595155,0.5606787,0.3770312,0.0965897765047891,-0.014910097476340653
102,2018-06-29,2018-06-18,0.30098927,0.3494717,0.25081405,0.2705745,0.17928481,0.27150285,0.2678982,0.255441,0.29949427,0.26618513,0.14922211833469742,0.0280026829703442
