unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,fold,SeasonalNaive
0,2018-06-05,2018-06-04,-0.18712685,0.2659903,0.26730055,0.29133576,0.14464225,0.16842982,0.33138058,0.24437794,0.22924733,0.24253735,0.5278535916802634,0,-0.309180780987585
0,2018-06-06,2018-06-04,0.07365148,0.36332616,0.26333916,0.2676491,0.19304815,0.26153716,0.26688442,0.27811968,0.30631283,0.3321018,0.43636252166842304,0,0.08796125952512053
0,2018-06-07,2018-06-04,0.12567104,0.35660973,0.30124694,0.3121044,0.19886565,0.29700837,0.3392166,0.2820006,0.38381392,0.3591716,0.4789766658852475,0,0.3235643795481706
0,2018-06-08,2018-06-04,0.1398013,0.40066236,0.24523321,0.26569092,0.12958921,0.20649315,0.28477392,0.31002748,0.41998607,0.31394568,0.8780247703565331,0,0.30702246733620836
0,2018-06-09,2018-06-04,0.14464328,0.16386652,-0.038230944,-0.035505272,-0.06812751,-0.002659442,-0.029429026,0.16662443,-0.043882757,0.118334375,0.12431262216375351,0,0.22267913716904317
0,2018-06-10,2018-06-04,0.018049728,-0.16667494,-0.23552875,-0.2319316,-0.19831868,-0.2484151,-0.2294409,-0.19068478,-0.20608543,-0.21729034,-0.2057768112346197,0,-0.058056854444669216
0,2018-06-11,2018-06-04,-0.20121175,-0.20719942,-0.24137448,-0.22856972,-0.17756961,-0.27329135,-0.22074586,-0.24022269,-0.23496364,-0.22798079,-0.23777145625364124,0,-0.1967910811441711
0,2018-06-12,2018-06-04,-0.2174148,0.36115903,0.28478804,0.3180999,0.17746861,0.14092137,0.32097793,0.24713063,0.26867738,0.29821664,0.28816604888882763,0,-0.28882674085846277
0,2018-06-13,2018-06-04,0.06385863,0.4160863,0.27506152,0.29339382,0.19145522,0.2048687,0.31798697,0.3104456,0.3403468,0.36682335,0.3651574180728987,0,0.4040275080853694
0,2018-06-14,2018-06-04,0.12209433,0.40684137,0.3002024,0.33302686,0.16837269,0.28539994,0.3151334,0.30205882,0.4051,0.37803206,0.76924297729186,0,0.5638645857548642
0,2018-06-15,2018-06-04,0.14251919,0.4529402,0.2540391,0.29174465,0.079391055,0.21052222,0.2800248,0.3193308,0.42348814,0.3643823,0.31512323916017343,0,0.3136256174784319
0,2018-06-16,2018-06-04,0.144247,0.18244278,-0.012919027,-0.011285327,-0.07885241,-0.03706867,0.0068382397,0.17923768,-0.01441364,0.11171673,-0.08399293902391858,0,0.013897059991726024
0,2018-06-17,2018-06-04,0.00866792,-0.1709393,-0.22150269,-0.22284567,-0.21877748,-0.2675544,-0.20747507,-0.1831361,-0.21718614,-0.2226606,-0.11986778567290653,0,-0.09590583876504362
0,2018-06-18,2018-06-04,-0.20802817,-0.24351478,-0.23587838,-0.2492311,-0.1817493,-0.27669072,-0.24827528,-0.24971543,-0.237669,-0.24294594,-0.22395249255393615,0,-0.18487818140304604
1,2018-06-05,2018-06-04,-0.15502027,0.06297429,0.03721547,0.046078935,-0.012733165,0.04129671,0.1135628,0.08268638,0.03281038,0.025464712,0.019325243844139025,0,-0.34671690845545133
1,2018-06-06,2018-06-04,0.078907855,0.16490914,0.13340572,0.1371744,0.10957979,0.15473135,0.12675959,0.14285845,0.10653444,0.1526713,0.18089919990783035,0,-0.02831618496372797
1,2018-06-07,2018-06-04,0.11989514,0.17231543,0.12668906,0.14474443,0.07732813,0.18747933,0.14433607,0.13357167,0.16402934,0.17844869,0.11469287268550986,0,-0.061885590315890505
1,2018-06-08,2018-06-04,0.14451355,0.20680308,0.10429959,0.11922511,0.048229244,0.16283189,0.13484548,0.19969733,0.22429645,0.23328228,0.01771459055704031,0,-0.04001461410160278
1,2018-06-09,2018-06-04,0.13163008,0.110180475,-0.05405564,-0.05956001,0.023779877,0.0010834094,-0.045965828,0.04377024,0.015681349,0.06735519,-0.04323592067580025,0,-0.07934846279706598
1,2018-06-10,2018-06-04,-0.15646535,-0.24925256,-0.30237812,-0.2988962,-0.266997,-0.26816177,-0.29354644,-0.2417873,-0.26825973,-0.28729293,-0.22023823980538446,0,-0.03976030042469247
1,2018-06-11,2018-06-04,-0.33347136,-0.34698623,-0.3419467,-0.32895696,-0.31259403,-0.32608986,-0.32353258,-0.35188848,-0.3383074,-0.35507435,-0.3196748874773204,0,-0.23778588351219673
1,2018-06-12,2018-06-04,-0.039260954,0.09232006,0.048640862,0.06910508,-0.008781627,0.03380643,0.07597054,0.08258274,0.06730835,0.05874651,-0.07705963970487305,0,-0.40656539375501377
1,2018-06-13,2018-06-04,0.079973474,0.1863507,0.16238154,0.1697103,0.10485268,0.1226735,0.1902437,0.15683891,0.1543572,0.18018968,-0.12910917224585233,0,-0.03145272031228864
1,2018-06-14,2018-06-04,0.12233733,0.19202626,0.14551382,0.16180794,0.053964198,0.18783516,0.15033607,0.13373347,0.20073175,0.20012614,0.09968836574780084,0,0.02695465415144871
1,2018-06-15,2018-06-04,0.14911997,0.2374308,0.11668235,0.13622795,0.0057270825,0.16472018,0.12027649,0.17576548,0.22835775,0.2555541,-0.07451650293576985,0,0.07391791315422154
1,2018-06-16,2018-06-04,0.12929407,0.13624969,-0.056464326,-0.07175009,-0.0044553056,-0.027473204,-0.051798515,0.043037787,-0.022045765,0.04518708,-0.023823310004978965,0,-0.026366446774082185
1,2018-06-17,2018-06-04,-0.16984828,-0.23448499,-0.29781806,-0.30187508,-0.28827685,-0.28262675,-0.28321657,-0.24307837,-0.2779131,-0.29543623,-0.20235151119602512,0,-0.03306337359938736
1,2018-06-18,2018-06-04,-0.33482873,-0.3410571,-0.3348286,-0.3499591,-0.3139704,-0.32929868,-0.34130105,-0.35103434,-0.34524706,-0.35354647,-0.32348959263097526,0,-0.24261784337349282
10,2018-06-05,2018-06-04,-0.19485745,0.118778884,0.092271954,0.10217613,0.0035518147,0.06630345,0.15981887,0.13099101,0.06281995,0.06785593,0.06292027918576422,0,-0.3590132230893985
10,2018-06-06,2018-06-04,0.06410391,0.121969014,0.04503287,0.04407496,0.062307045,0.11513296,0.042896345,0.14648947,0.055760022,0.11492823,0.4741163181294594,0,0.020336475746194658
10,2018-06-07,2018-06-04,0.119927876,0.14102738,0.1812292,0.18693419,0.17200294,0.13845195,0.17974508,0.14888328,0.17619672,0.13825646,0.1440613373156032,0,-0.010899781218074273
10,2018-06-08,2018-06-04,0.13413696,0.17652608,0.108804286,0.10964784,0.09477802,0.13728419,0.13082753,0.1369034,0.16370876,0.18890871,0.38016351397911957,0,-0.1349906926737829
10,2018-06-09,2018-06-04,0.1389749,0.117325425,0.047943853,0.0477515,0.060605966,0.09329171,0.049404427,0.06951114,0.12971053,0.12495057,0.2569267189247777,0,0.1465016698909367
10,2018-06-10,2018-06-04,0.018205285,-0.19887254,-0.2061404,-0.21800043,-0.17590526,-0.16158275,-0.2162749,-0.21942556,-0.17502767,-0.1706262,-0.11827441453274838,0,0.07719622475146518
10,2018-06-11,2018-06-04,-0.1947084,-0.28979295,-0.27263108,-0.27040374,-0.22216529,-0.24609251,-0.27004007,-0.28108507,-0.27843112,-0.27959615,-0.3929338458865342,0,-0.15744175236685112
10,2018-06-12,2018-06-04,-0.22997993,0.11198808,0.09483394,0.10082316,-4.297495e-05,0.05864074,0.10469238,0.120623104,0.106476665,0.079666466,0.18054430931683907,0,-0.4474752789452379
10,2018-06-13,2018-06-04,0.05281363,0.13828851,0.06277771,0.053454936,0.062123857,0.080974795,0.07755917,0.15308082,0.062165357,0.114874855,0.11136088080613421,0,0.005694480294193491
10,2018-06-14,2018-06-04,0.11761813,0.14941669,0.1720803,0.18246503,0.15100265,0.13468175,0.16686942,0.1541906,0.16657552,0.13871512,0.2813300446781127,0,0.15394468424570384
10,2018-06-15,2018-06-04,0.1357176,0.21196918,0.110086575,0.11161442,0.060273167,0.14242852,0.10029535,0.15399486,0.17001021,0.1923385,0.6978948152875417,0,0.06914312725286469
10,2018-06-16,2018-06-04,0.13872737,0.11872187,0.05148929,0.043473393,0.027083116,0.08125231,0.043596305,0.082308196,0.15489425,0.104270354,0.22178592983997525,0,0.12685699265950193
10,2018-06-17,2018-06-04,0.013822887,-0.18792634,-0.21064217,-0.21891874,-0.20150097,-0.1724423,-0.21029334,-0.21938083,-0.19783741,-0.18018977,-0.07605666097947879,0,0.2017752027222405
10,2018-06-18,2018-06-04,-0.19686684,-0.29212654,-0.2857981,-0.2914335,-0.21726836,-0.25096527,-0.30492747,-0.2911374,-0.25536314,-0.2746899,-0.2424873426172237,0,-0.07300624526031192
100,2018-06-05,2018-06-04,-0.15219328,0.4140435,0.237843,0.2390631,0.2501802,0.34256148,0.31550166,0.26530802,0.30274412,0.41945797,0.4881052814336362,0,-0.2769052927593166
100,2018-06-06,2018-06-04,0.0738999,0.5901582,0.5740252,0.5841299,0.3584344,0.5396671,0.58514947,0.43809134,0.55266297,0.61195374,0.8120357609480213,0,0.08334942984624465
100,2018-06-07,2018-06-04,0.115055114,0.61662805,0.6104091,0.6163047,0.46239242,0.58491135,0.649732,0.45131856,0.6020913,0.70407015,0.188862707396804,0,0.156941402862134
100,2018-06-08,2018-06-04,0.14292356,0.6938448,0.4564194,0.4958738,0.3294501,0.45299944,0.52221125,0.51795435,0.5637971,0.6870305,0.08445016448537114,0,0.17565389172728538
100,2018-06-09,2018-06-04,0.1249273,0.45750785,0.25438473,0.26021123,0.24160773,0.20128037,0.2817141,0.23140384,0.3083245,0.49279547,0.2188970382643999,0,0.015575625637167002
100,2018-06-10,2018-06-04,-0.18216212,-0.22512719,-0.29302403,-0.29792202,-0.23770642,-0.2560197,-0.27975827,-0.27359408,-0.23768726,-0.22786365,-0.23554911988927615,0,0.13162450616222332
100,2018-06-11,2018-06-04,-0.35127184,-0.4341841,-0.413604,-0.38585138,-0.34020558,-0.4638505,-0.36209676,-0.4339267,-0.4084017,-0.4130394,-0.3379174413280454,0,-0.14261566678587734
100,2018-06-12,2018-06-04,-0.046333924,0.41812938,0.22179273,0.2574178,0.26803437,0.28437716,0.26882404,0.24811265,0.33443448,0.4648826,0.1548971813894703,0,-0.2769052927593166
100,2018-06-13,2018-06-04,0.07372116,0.6307378,0.54962516,0.5669192,0.3744325,0.43260714,0.5919203,0.42090237,0.517066,0.6408021,0.5780510262308344,0,0.08334942984624465
