unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,SeasonalNaive,fold
0_fold0_x0,2018-06-05,2018-06-04,0.04308827,0.2623452,0.27595228,0.28111833,0.19971944,0.10568115,0.29726112,0.19847816,0.25245914,0.23402822,0.5278535916802634,-0.309180780987585,0
0_fold0_x0,2018-06-06,2018-06-04,0.0797427,0.3985061,0.25536945,0.3343475,0.30074012,0.26647076,0.26658747,0.24763459,0.30296528,0.30641392,0.43636252166842304,0.08796125952512053,0
0_fold0_x0,2018-06-07,2018-06-04,0.103130706,0.39021066,0.29609153,0.33475822,0.39281297,0.27969557,0.31372118,0.253947,0.31190616,0.37820533,0.4789766658852475,0.3235643795481706,0
0_fold0_x0,2018-06-08,2018-06-04,0.10730287,0.32318556,0.24975923,0.32110104,0.34992653,0.29954076,0.26504794,0.2717603,0.36790484,0.31996816,0.8780247703565331,0.30702246733620836,0
0_fold0_x0,2018-06-09,2018-06-04,0.015504383,0.06213107,-0.039165363,-0.039823115,-0.032221947,0.029163597,-0.022681765,0.05855839,-0.040491074,0.07412684,0.12431262216375351,0.22267913716904317,0
0_fold0_x0,2018-06-10,2018-06-04,-0.23677625,-0.1755095,-0.22900975,-0.25127888,-0.20786166,-0.27460805,-0.22854778,-0.23695984,-0.21674798,-0.20841646,-0.2057768112346197,-0.058056854444669216,0
0_fold0_x0,2018-06-11,2018-06-04,-0.30020344,-0.26603627,-0.23649016,-0.24719696,-0.22033389,-0.20091301,-0.22114387,-0.23646602,-0.23687984,-0.23839077,-0.23777145625364124,-0.1967910811441711,0
0_fold0_x0,2018-06-12,2018-06-04,0.03212291,0.28218615,0.28330576,0.3017938,0.2314193,0.159929,0.30862996,0.2079843,0.26979077,0.26401466,0.28816604888882763,-0.28882674085846277,0
0_fold0_x0,2018-06-13,2018-06-04,0.0875283,0.39062575,0.26036605,0.32896483,0.36551735,0.26420572,0.28878787,0.27749214,0.36597225,0.33156997,0.3651574180728987,0.4040275080853694,0
0_fold0_x0,2018-06-14,2018-06-04,0.11140975,0.39084315,0.29235962,0.3344319,0.41883186,0.28188348,0.31591704,0.2644772,0.36432976,0.40785226,0.76924297729186,0.5638645857548642,0
